dataset,query_idx,query,system,recall@1,recall@3,recall@5,mrr,latency_ms,retrieved,relevant
CodeSearchNet,24,"try:
        # normal Vimeo video
        html = get_content('https://vimeo.com/' + id)
        cfg_patt = r'clip_page_c",dense,1.0,1.0,1.0,1.0,2.8596,24|23|10|4|22,24
CodeSearchNet,25,"str->dict
    Information for CKPlayer API content.",dense,1.0,1.0,1.0,1.0,2.8596,25|24|1886|28|4,25
CodeSearchNet,26,Splicing URLs according to video ID to get video details,dense,1.0,1.0,1.0,1.0,2.8596,26|27|0|3|24,26
CodeSearchNet,27,Extracts video ID from URL.,dense,1.0,1.0,1.0,1.0,2.8596,27|0|15|26|3,27
CodeSearchNet,28,"str->list of str
        Give you the real URLs.",dense,0.0,0.0,0.0,0.0,2.8596,472|656|44|1|27,28
CodeSearchNet,29,"Get (branch, commit) from HEAD of a git repo.",dense,1.0,1.0,1.0,1.0,2.8596,29|483|35|702|228,29
CodeSearchNet,30,Converts a string to a valid filename.,dense,1.0,1.0,1.0,1.0,2.8596,30|475|456|1977|659,30
CodeSearchNet,31,"Get (width, height) of the current terminal.",dense,1.0,1.0,1.0,1.0,2.8596,31|856|890|708|892,31
CodeSearchNet,32,Downloads CBS videos by URL.,dense,1.0,1.0,1.0,1.0,2.8596,32|3|27|51|8,32
CodeSearchNet,33,"Override the original one
        Ugly ugly dirty hack",dense,0.0,0.0,0.0,0.0,2.8596,1306|1260|1157|1873|1625,33
CodeSearchNet,34,"str, str, str, bool, bool ->None

    Download Acfun video by vid.

    Call Acfun API, decide which site to use, and pa",dense,1.0,1.0,1.0,1.0,2.8596,34|8|10|27|9,34
CodeSearchNet,35,"Main entry point.
    you-get-dev",dense,1.0,1.0,1.0,1.0,2.8596,35|1819|1985|407|1981,35
CodeSearchNet,36,"str, str->True
    WARNING: NOT THE SAME PARMS AS OTHER FUNCTIONS!!!!!!
    You can basicly download anything with this ",dense,1.0,1.0,1.0,1.0,2.8596,36|886|13|9|8,36
CodeSearchNet,37,"Scans through a string for substrings matched some patterns (first-subgroups only).

    Args:
        text: A string to",dense,1.0,1.0,1.0,1.0,2.8596,37|38|1977|888|676,37
CodeSearchNet,38,"Scans through a string for substrings matched some patterns.

    Args:
        text: A string to be scanned.
        pa",dense,1.0,1.0,1.0,1.0,2.8596,38|37|1977|888|676,38
CodeSearchNet,39,"Parses the query string of a URL and returns the value of a parameter.

    Args:
        url: A URL.
        param: A s",dense,1.0,1.0,1.0,1.0,2.8596,39|1898|0|1897|577,39
CodeSearchNet,40,Decompresses data for Content-Encoding: gzip.,dense,1.0,1.0,1.0,1.0,2.8596,40|41|42|632|1894,40
CodeSearchNet,41,"Decompresses data for Content-Encoding: deflate.
    (the zlib compression is used.)",dense,1.0,1.0,1.0,1.0,2.8596,41|40|42|632|417,41
CodeSearchNet,42,"Gets the content of a URL via sending a HTTP GET request.

    Args:
        url: A URL.
        headers: Request header",dense,0.0,1.0,1.0,0.5,2.8596,43|42|317|39|438,42
CodeSearchNet,43,"Post the content of a URL via sending a HTTP POST request.

    Args:
        url: A URL.
        headers: Request heade",dense,1.0,1.0,1.0,1.0,2.8596,43|42|317|39|438,43
CodeSearchNet,44,Parses host name and port number from a string.,dense,1.0,1.0,1.0,1.0,2.8596,44|169|238|812|1994,44
CodeSearchNet,45,"Overload default print function as py (<3.3) does not support 'flush' keyword.
    Although the function name can be sam",dense,1.0,1.0,1.0,1.0,2.8596,45|172|882|1864|1011,45
CodeSearchNet,46,str->str,dense,0.0,0.0,0.0,0.0,2.8596,1875|816|1823|16|1967,46
CodeSearchNet,47,Source: Android mobile,dense,0.0,1.0,1.0,0.5,2.8596,46|47|13|697|21,47
CodeSearchNet,48,"JSON, int, int, int->str
    
    Get a proper title with courseid+topicID+partID.",dense,1.0,1.0,1.0,1.0,2.8596,48|50|7|49|291,48
CodeSearchNet,49,"int->None
    
    Download a WHOLE course.
    Reuse the API call to save time.",dense,1.0,1.0,1.0,1.0,2.8596,49|7|50|6|523,49
CodeSearchNet,50,"int, int, int->None
    
    Download ONE PART of the course.",dense,0.0,0.0,0.0,0.0,2.8596,7|6|49|1197|1892,50
CodeSearchNet,51,"int, int->list
        
        Get the height of the videos.
        
        Since brightcove is using 3 kinds of link",dense,1.0,1.0,1.0,1.0,2.8596,51|27|26|3|6,51
CodeSearchNet,52,"Checks if a task is either queued or running in this executor

        :param task_instance: TaskInstance
        :retur",dense,1.0,1.0,1.0,1.0,2.8596,52|734|726|728|738,52
CodeSearchNet,53,"Returns and flush the event buffer. In case dag_ids is specified
        it will only return and flush events for the gi",dense,1.0,1.0,1.0,1.0,2.8596,53|785|289|292|103,53
CodeSearchNet,54,"one method to fetch connection params as a dict
        used in get_uri() and get_connection()",dense,0.0,0.0,0.0,0.0,2.8596,122|812|826|94|169,54
CodeSearchNet,55,override DbApiHook get_uri method for get_sqlalchemy_engine(),dense,1.0,1.0,1.0,1.0,2.8596,55|532|93|250|131,55
CodeSearchNet,56,Returns a snowflake.connection object,dense,1.0,1.0,1.0,1.0,2.8596,56|57|54|55|94,56
CodeSearchNet,57,"returns aws_access_key_id, aws_secret_access_key
        from extra

        intended to be used by external import and ",dense,1.0,1.0,1.0,1.0,2.8596,57|88|235|382|696,57
CodeSearchNet,58,"Fetches a field from extras, and returns it. This is some Airflow
        magic. The grpc hook type adds custom UI eleme",dense,1.0,1.0,1.0,1.0,2.8596,58|120|842|804|564,58
CodeSearchNet,59,"Executes SQL using psycopg2 copy_expert method.
        Necessary to execute COPY command without access to a superuser.",dense,1.0,1.0,1.0,1.0,2.8596,59|60|61|713|610,59
CodeSearchNet,60,Loads a tab-delimited file into a database table,dense,0.0,1.0,1.0,0.5,2.8596,67|60|543|61|555,60
CodeSearchNet,61,Dumps a database table into a tab-delimited file,dense,1.0,1.0,1.0,1.0,2.8596,61|60|67|543|696,61
CodeSearchNet,62,Uploads the file to Google cloud storage,dense,0.0,1.0,1.0,0.5,2.8596,771|62|420|504|153,62
CodeSearchNet,63,"Gets the max partition for a table.

    :param schema: The hive schema the table lives in
    :type schema: str
    :pa",dense,1.0,1.0,1.0,1.0,2.8596,63|551|549|550|545,63
CodeSearchNet,64,"This function finds the date in a list closest to the target date.
    An optional parameter can be given to get the clo",dense,1.0,1.0,1.0,1.0,2.8596,64|65|781|780|118,64
CodeSearchNet,65,"This function finds the date in a list closest to the target date.
    An optional parameter can be given to get the clo",dense,1.0,1.0,1.0,1.0,2.8596,65|64|663|556|545,65
CodeSearchNet,66,Returns a mysql connection object,dense,0.0,0.0,1.0,0.2,2.8596,94|826|169|630|66,66
CodeSearchNet,67,Loads a tab-delimited file into a database table,dense,1.0,1.0,1.0,1.0,2.8596,67|60|543|61|555,67
CodeSearchNet,68,"Checks whether new objects have been uploaded and the inactivity_period
        has passed and updates the state of the ",dense,1.0,1.0,1.0,1.0,2.8596,68|506|284|324|733,68
CodeSearchNet,69,"Helps debug deadlocks by printing stacktraces when this gets a SIGQUIT
    e.g. kill -s QUIT <PID> or CTRL+\",dense,1.0,1.0,1.0,1.0,2.8596,69|183|715|255|181,69
CodeSearchNet,70,"Creates a dag run for the specified dag
    :param args:
    :return:",dense,0.0,0.0,0.0,0.0,2.8596,74|785|346|635|289,70
CodeSearchNet,71,"Deletes all DB records related to the specified dag
    :param args:
    :return:",dense,0.0,1.0,1.0,0.3333333333333333,2.8596,846|288|71|103|104,71
CodeSearchNet,72,"Returns the unmet dependencies for a task instance from the perspective of the
    scheduler (i.e. why a task instance d",dense,1.0,1.0,1.0,1.0,2.8596,72|726|724|765|727,72
CodeSearchNet,73,"Returns the state of a TaskInstance at the command line.
    >>> airflow task_state tutorial sleep 2015-01-01
    succes",dense,1.0,1.0,1.0,1.0,2.8596,73|765|311|310|344,73
CodeSearchNet,74,"Returns the state of a DagRun at the command line.
    >>> airflow dag_state tutorial 2015-01-01T00:00:00.000000
    run",dense,1.0,1.0,1.0,1.0,2.8596,74|357|785|289|635,74
CodeSearchNet,75,"Returns the next execution datetime of a DAG at the command line.
    >>> airflow next_execution tutorial
    2018-08-31",dense,1.0,1.0,1.0,1.0,2.8596,75|74|316|357|73,75
CodeSearchNet,76,"Runs forever, monitoring the child processes of @gunicorn_master_proc and
    restarting workers occasionally.
    Each ",dense,1.0,1.0,1.0,1.0,2.8596,76|342|731|184|737,76
CodeSearchNet,77,"Retrieves connection to Cloud Translate

        :return: Google Cloud Translate client object.
        :rtype: Client",dense,1.0,1.0,1.0,1.0,2.8596,77|239|697|742|78,77
CodeSearchNet,78,"Translate a string or list of strings.

        See https://cloud.google.com/translate/docs/translating-text

        :t",dense,1.0,1.0,1.0,1.0,2.8596,78|77|240|241|320,78
CodeSearchNet,79,"Execute the bash command in a temporary directory
        which will be cleaned afterwards",dense,0.0,1.0,1.0,0.3333333333333333,2.8596,646|1983|79|619|1984,79
CodeSearchNet,80,"Retrieves a resource containing information about a Cloud SQL instance.

        :param instance: Database instance ID. ",dense,1.0,1.0,1.0,1.0,2.8596,80|84|85|743|88,80
CodeSearchNet,81,"Creates a new Cloud SQL instance.

        :param body: Body required by the Cloud SQL insert API, as described in
     ",dense,1.0,1.0,1.0,1.0,2.8596,81|85|88|84|151,81
CodeSearchNet,82,"Updates settings of a Cloud SQL instance.

        Caution: This is not a partial update, so you must include values for",dense,1.0,1.0,1.0,1.0,2.8596,82|86|85|81|88,82
CodeSearchNet,83,"Deletes a Cloud SQL instance.

        :param project_id: Project ID of the project that contains the instance. If set
 ",dense,1.0,1.0,1.0,1.0,2.8596,83|87|80|84|85,83
CodeSearchNet,84,"Retrieves a database resource from a Cloud SQL instance.

        :param instance: Database instance ID. This does not i",dense,1.0,1.0,1.0,1.0,2.8596,84|80|85|88|81,84
CodeSearchNet,85,"Creates a new database inside a Cloud SQL instance.

        :param instance: Database instance ID. This does not includ",dense,1.0,1.0,1.0,1.0,2.8596,85|81|84|88|80,85
CodeSearchNet,86,"Updates a database resource inside a Cloud SQL instance.

        This method supports patch semantics.
        See http",dense,1.0,1.0,1.0,1.0,2.8596,86|82|85|81|84,86
CodeSearchNet,87,"Deletes a database from a Cloud SQL instance.

        :param instance: Database instance ID. This does not include the ",dense,1.0,1.0,1.0,1.0,2.8596,87|83|84|751|85,87
CodeSearchNet,88,"Exports data from a Cloud SQL instance to a Cloud Storage bucket as a SQL dump
        or CSV file.

        :param inst",dense,1.0,1.0,1.0,1.0,2.8596,88|85|84|81|80,88
CodeSearchNet,89,"Waits for the named operation to complete - checks status of the
        asynchronous call.

        :param project_id: ",dense,1.0,1.0,1.0,1.0,2.8596,89|375|155|683|684,89
CodeSearchNet,90,"Starts Cloud SQL Proxy.

        You have to remember to stop the proxy if you started it!",dense,1.0,1.0,1.0,1.0,2.8596,90|96|91|99|92,90
CodeSearchNet,91,"Stops running proxy.

        You should stop the proxy after you stop using it.",dense,1.0,1.0,1.0,1.0,2.8596,91|90|96|416|93,91
CodeSearchNet,92,Returns version of the Cloud SQL Proxy.,dense,1.0,1.0,1.0,1.0,2.8596,92|96|99|90|97,92
CodeSearchNet,93,"Create connection in the Connection table, according to whether it uses
        proxy, TCP, UNIX sockets, SSL. Connectio",dense,1.0,1.0,1.0,1.0,2.8596,93|94|95|826|285,93
CodeSearchNet,94,"Retrieves the dynamically created connection from the Connection table.

        :param session: Session of the SQL Alch",dense,1.0,1.0,1.0,1.0,2.8596,94|93|95|826|285,94
CodeSearchNet,95,"Delete the dynamically created connection from the Connection table.

        :param session: Session of the SQL Alchemy",dense,1.0,1.0,1.0,1.0,2.8596,95|94|93|246|189,95
CodeSearchNet,96,"Retrieve Cloud SQL Proxy runner. It is used to manage the proxy
        lifecycle per task.

        :return: The Cloud ",dense,1.0,1.0,1.0,1.0,2.8596,96|92|90|91|99,96
CodeSearchNet,97,"Retrieve database hook. This is the actual Postgres or MySQL database hook
        that uses proxy or connects directly ",dense,1.0,1.0,1.0,1.0,2.8596,97|84|584|85|86,97
CodeSearchNet,98,Clean up database hook after it was used.,dense,1.0,1.0,1.0,1.0,2.8596,98|95|142|129|189,98
CodeSearchNet,99,Reserve free TCP port to be used by Cloud SQL Proxy,dense,1.0,1.0,1.0,1.0,2.8596,99|90|96|91|92,99
CodeSearchNet,100,"Replaces invalid MLEngine job_id characters with '_'.

    This also adds a leading 'z' in case job_id starts with an in",dense,1.0,1.0,1.0,1.0,2.8596,100|270|269|709|604,100
CodeSearchNet,101,Extract error code from ftp exception,dense,1.0,1.0,1.0,1.0,2.8596,101|658|843|1964|470,101
CodeSearchNet,102,Integrate plugins to the context,dense,0.0,0.0,1.0,0.2,2.8596,617|339|258|280|102,102
CodeSearchNet,103,Remove any existing DAG runs for the perf test DAGs.,dense,1.0,1.0,1.0,1.0,2.8596,103|104|801|333|181,103
CodeSearchNet,104,Remove any existing task instances for the perf test DAGs.,dense,1.0,1.0,1.0,1.0,2.8596,104|103|736|342|346,104
CodeSearchNet,105,Toggle the pause state of the DAGs in the test.,dense,1.0,1.0,1.0,1.0,2.8596,105|74|292|739|103,105
CodeSearchNet,106,Print operational metrics for the scheduler test.,dense,1.0,1.0,1.0,1.0,2.8596,106|738|188|1624|75,106
CodeSearchNet,107,Override the scheduler heartbeat to determine when the test is complete,dense,1.0,1.0,1.0,1.0,2.8596,107|711|179|834|731,107
CodeSearchNet,108,Invoke Lambda Function,dense,1.0,1.0,1.0,1.0,2.8596,108|1183|1129|150|1182,108
CodeSearchNet,109,Return the task object identified by the given dag_id and task_id.,dense,0.0,0.0,1.0,0.25,2.8596,243|257|311|109|310,109
CodeSearchNet,110,"Creates Operators needed for model evaluation and returns.

    It gets prediction over inputs via Cloud ML Engine Batch",dense,1.0,1.0,1.0,1.0,2.8596,110|530|1690|1634|1632,110
CodeSearchNet,111,"Creates the directory specified by path, creating intermediate directories
    as necessary. If directory already exists",dense,1.0,1.0,1.0,1.0,2.8596,111|657|491|885|614,111
CodeSearchNet,112,"A small helper function to convert a string to a numeric value
    if appropriate

    :param s: the string to be conver",dense,1.0,1.0,1.0,1.0,2.8596,112|421|1875|1572|261,112
CodeSearchNet,113,"Get the current date and time in UTC
    :return:",dense,1.0,1.0,1.0,1.0,2.8596,113|784|115|118|461,113
CodeSearchNet,114,"Gets the epoch in the users timezone
    :return:",dense,1.0,1.0,1.0,1.0,2.8596,114|115|113|1937|461,114
CodeSearchNet,115,"Returns the datetime with the default timezone added if timezone
    information was not associated
    :param value: da",dense,0.0,1.0,1.0,0.5,2.8596,118|115|461|117|113,115
CodeSearchNet,116,"Make a naive datetime.datetime in a given time zone aware.

    :param value: datetime
    :param timezone: timezone
   ",dense,0.0,0.0,1.0,0.25,2.8596,118|117|115|116|784,116
CodeSearchNet,117,"Make an aware datetime.datetime naive in a given time zone.

    :param value: datetime
    :param timezone: timezone
  ",dense,1.0,1.0,1.0,1.0,2.8596,117|118|116|115|784,117
CodeSearchNet,118,"Wrapper around datetime.datetime that adds settings.TIMEZONE if tzinfo not specified

    :return: datetime.datetime",dense,1.0,1.0,1.0,1.0,2.8596,118|115|113|117|114,118
CodeSearchNet,119,"Sets the environment variable `GOOGLE_APPLICATION_CREDENTIALS` with either:

        - The path to the keyfile from the ",dense,1.0,1.0,1.0,1.0,2.8596,119|62|840|531|500,119
CodeSearchNet,120,"Fetches a field from extras, and returns it. This is some Airflow
        magic. The google_cloud_platform hook type add",dense,0.0,1.0,1.0,0.5,2.8596,842|120|58|119|844,120
CodeSearchNet,121,Establish a connection to druid broker.,dense,1.0,1.0,1.0,1.0,2.8596,121|811|812|807|544,121
CodeSearchNet,122,"Returns http session for use with requests

        :param headers: additional headers to be passed through as a diction",dense,1.0,1.0,1.0,1.0,2.8596,122|644|123|1860|905,122
CodeSearchNet,123,"Performs the request

        :param endpoint: the endpoint to be called i.e. resource/v1/query?
        :type endpoint:",dense,1.0,1.0,1.0,1.0,2.8596,123|125|905|124|429,123
CodeSearchNet,124,"Checks the status code and raise an AirflowException exception on non 2XX or 3XX
        status codes

        :param re",dense,1.0,1.0,1.0,1.0,2.8596,124|289|213|843|290,124
CodeSearchNet,125,"Grabs extra options like timeout and actually runs the request,
        checking for the result

        :param session:",dense,1.0,1.0,1.0,1.0,2.8596,125|123|122|528|900,125
CodeSearchNet,126,"Runs Hook.run() with a Tenacity decorator attached to it. This is useful for
        connectors which might be disturbed",dense,1.0,1.0,1.0,1.0,2.8596,126|1941|660|843|125,126
CodeSearchNet,127,Contextmanager that will create and teardown a session.,dense,1.0,1.0,1.0,1.0,2.8596,127|838|246|128|362,127
CodeSearchNet,128,"Function decorator that provides a session if it isn't provided.
    If you want to reuse a session or run the function ",dense,1.0,1.0,1.0,1.0,2.8523,128|1821|948|1189|1183,128
CodeSearchNet,129,Clear out the database,dense,0.0,1.0,1.0,0.5,2.8523,142|129|246|95|98,129
CodeSearchNet,130,Upload a file to Azure Blob Storage.,dense,1.0,1.0,1.0,1.0,2.8523,130|413|466|464|412,130
CodeSearchNet,131,Returns a connection object,dense,0.0,0.0,0.0,0.0,2.8523,826|94|169|630|285,131
CodeSearchNet,132,Parses some DatabaseError to provide a better error message,dense,1.0,1.0,1.0,1.0,2.8523,132|348|101|133|19,132
CodeSearchNet,133,Get a set of records from Presto,dense,1.0,1.0,1.0,1.0,2.8523,133|556|828|813|312,133
CodeSearchNet,134,Get a pandas dataframe from a sql query.,dense,0.0,1.0,1.0,0.5,2.8523,827|134|583|557|418,134
CodeSearchNet,135,Execute the statement against Presto. Can be used to create views.,dense,1.0,1.0,1.0,1.0,2.8523,135|598|791|133|790,135
CodeSearchNet,136,"A generic way to insert a set of tuples into a table.

        :param table: Name of the target table
        :type tabl",dense,1.0,1.0,1.0,1.0,2.8523,136|832|824|825|397,136
CodeSearchNet,137,Return a cosmos db client.,dense,1.0,1.0,1.0,1.0,2.8523,137|148|140|147|142,137
CodeSearchNet,138,Checks if a collection exists in CosmosDB.,dense,1.0,1.0,1.0,1.0,2.8523,138|139|140|148|143,138
CodeSearchNet,139,Creates a new collection in the CosmosDB database.,dense,0.0,1.0,1.0,0.5,2.8523,145|139|143|138|141,139
CodeSearchNet,140,Checks if a database exists in CosmosDB.,dense,1.0,1.0,1.0,1.0,2.8523,140|138|141|142|139,140
CodeSearchNet,141,Creates a new database in CosmosDB.,dense,1.0,1.0,1.0,1.0,2.8523,141|140|145|139|142,141
CodeSearchNet,142,Deletes an existing database in CosmosDB.,dense,1.0,1.0,1.0,1.0,2.8523,142|143|146|140|141,142
CodeSearchNet,143,Deletes an existing collection in the CosmosDB database.,dense,1.0,1.0,1.0,1.0,2.8523,143|146|142|138|139,143
CodeSearchNet,144,"Inserts a new document (or updates an existing one) into an existing
        collection in the CosmosDB database.",dense,0.0,1.0,1.0,0.5,2.8523,145|144|146|147|139,144
CodeSearchNet,145,Insert a list of new documents into an existing collection in the CosmosDB database.,dense,1.0,1.0,1.0,1.0,2.8523,145|144|139|148|138,145
CodeSearchNet,146,Delete an existing document out of a collection in the CosmosDB database.,dense,1.0,1.0,1.0,1.0,2.8523,146|143|145|142|144,146
CodeSearchNet,147,Get a document from an existing collection in the CosmosDB database.,dense,0.0,1.0,1.0,0.5,2.8523,145|147|148|144|146,147
CodeSearchNet,148,Get a list of documents from an existing collection in the CosmosDB database via SQL query.,dense,1.0,1.0,1.0,1.0,2.8523,148|145|147|138|139,148
CodeSearchNet,149,Return python code of a given dag_id.,dense,0.0,1.0,1.0,0.5,2.8523,290|149|176|243|109,149
CodeSearchNet,150,"Returns the Cloud Function with the given name.

        :param name: Name of the function.
        :type name: str
    ",dense,1.0,1.0,1.0,1.0,2.8523,150|154|108|1183|239,150
CodeSearchNet,151,"Creates a new function in Cloud Function in the location specified in the body.

        :param location: The location o",dense,1.0,1.0,1.0,1.0,2.8523,151|81|85|744|153,151
CodeSearchNet,152,"Updates Cloud Functions according to the specified update mask.

        :param name: The name of the function.
        ",dense,1.0,1.0,1.0,1.0,2.8523,152|82|86|374|205,152
CodeSearchNet,153,"Uploads zip file with sources.

        :param location: The location where the function is created.
        :type locat",dense,1.0,1.0,1.0,1.0,2.8523,153|151|504|420|771,153
CodeSearchNet,154,"Deletes the specified Cloud Function.

        :param name: The name of the function.
        :type name: str
        :r",dense,1.0,1.0,1.0,1.0,2.8523,154|150|747|233|83,154
CodeSearchNet,155,"Waits for the named operation to complete - checks status of the
        asynchronous call.

        :param operation_na",dense,1.0,1.0,1.0,1.0,2.8523,155|89|429|375|344,155
CodeSearchNet,156,"Publishes messages to a Pub/Sub topic.

        :param project: the GCP project ID in which to publish
        :type pro",dense,1.0,1.0,1.0,1.0,2.8523,156|161|157|237|159,156
CodeSearchNet,157,"Creates a Pub/Sub topic, if it does not already exist.

        :param project: the GCP project ID in which to create
  ",dense,1.0,1.0,1.0,1.0,2.8523,157|159|158|156|160,157
CodeSearchNet,158,"Deletes a Pub/Sub topic if it exists.

        :param project: the GCP project ID in which to delete the topic
        :",dense,1.0,1.0,1.0,1.0,2.8523,158|157|160|159|87,158
CodeSearchNet,159,"Creates a Pub/Sub subscription, if it does not already exist.

        :param topic_project: the GCP project ID of the t",dense,1.0,1.0,1.0,1.0,2.8523,159|157|160|161|162,159
CodeSearchNet,160,"Deletes a Pub/Sub subscription, if it exists.

        :param project: the GCP project ID where the subscription exists
",dense,1.0,1.0,1.0,1.0,2.8523,160|158|159|157|161,160
CodeSearchNet,161,"Pulls up to ``max_messages`` messages from Pub/Sub subscription.

        :param project: the GCP project ID where the s",dense,1.0,1.0,1.0,1.0,2.8523,161|156|162|159|240,161
CodeSearchNet,162,"Pulls up to ``max_messages`` messages from Pub/Sub subscription.

        :param project: the GCP project name or ID in ",dense,0.0,1.0,1.0,0.5,2.8523,161|162|159|156|160,162
CodeSearchNet,163,"Wrapper around the private _get_dep_statuses method that contains some global
        checks for all dependencies.

    ",dense,1.0,1.0,1.0,1.0,2.8523,163|164|165|353|424,163
CodeSearchNet,164,"Returns whether or not this dependency is met for a given task instance. A
        dependency is considered met if all o",dense,1.0,1.0,1.0,1.0,2.8523,164|165|163|353|424,164
CodeSearchNet,165,"Returns an iterable of strings that explain why this dependency wasn't met.

        :param ti: the task instance to see",dense,0.0,1.0,1.0,0.5,2.8523,164|165|163|353|424,165
CodeSearchNet,166,"Parses a config file for s3 credentials. Can currently
    parse boto, s3cmd.conf and AWS SDK config formats

    :param",dense,1.0,1.0,1.0,1.0,2.8523,166|384|388|382|386,166
CodeSearchNet,167,"Get the underlying `botocore.Credentials` object.

        This contains the following authentication attributes: access",dense,1.0,1.0,1.0,1.0,2.8523,167|572|522|1816|382,167
CodeSearchNet,168,"If the IAM role is a role name, get the Amazon Resource Name (ARN) for the role.
        If IAM role is already an IAM r",dense,1.0,1.0,1.0,1.0,2.8523,168|787|788|792|786,168
CodeSearchNet,169,Returns verticaql connection object,dense,1.0,1.0,1.0,1.0,2.8523,169|826|285|581|94,169
CodeSearchNet,170,"Walks the tree of loggers and tries to set the context for each handler
    :param logger: logger
    :param value: valu",dense,1.0,1.0,1.0,1.0,2.8523,170|362|422|631|404,170
CodeSearchNet,171,"Do whatever it takes to actually log the specified logging record
        :param message: message to log",dense,1.0,1.0,1.0,1.0,2.8523,171|1759|172|17|439,171
CodeSearchNet,172,Ensure all logging output has been flushed,dense,1.0,1.0,1.0,1.0,2.8523,172|171|439|1759|701,172
CodeSearchNet,173,"If the path contains a folder with a .zip suffix, then
    the folder is treated as a zip archive and path to zip is ret",dense,1.0,1.0,1.0,1.0,2.8523,173|639|899|1895|1471,173
CodeSearchNet,174,"Traverse a directory and look for Python files.

    :param directory: the directory to traverse
    :type directory: un",dense,1.0,1.0,1.0,1.0,2.8523,174|334|331|190|176,174
CodeSearchNet,175,"Construct a TaskInstance from the database based on the primary key

        :param session: DB session.
        :param ",dense,1.0,1.0,1.0,1.0,2.8523,175|349|481|314|480,175
CodeSearchNet,176,":param dag_id: DAG ID
        :type dag_id: unicode
        :return: if the given DAG ID exists in the bag, return the B",dense,1.0,1.0,1.0,1.0,2.8523,176|785|149|289|290,176
CodeSearchNet,177,Launch DagFileProcessorManager processor and start DAG parsing loop in manager.,dense,1.0,1.0,1.0,1.0,2.8523,177|181|714|333|185,177
CodeSearchNet,178,"Harvest DAG parsing results from result queue and sync metadata from stat queue.
        :return: List of parsing result",dense,1.0,1.0,1.0,1.0,2.8523,178|785|74|289|335,178
CodeSearchNet,179,"Heartbeat DAG file processor and start it if it is not alive.
        :return:",dense,1.0,1.0,1.0,1.0,2.8523,179|186|196|185|731,179
